First Name,Last Name,Retirement Season,Age,PP,2P,GB,GP,AB,PA,R,H,HR,AVG,OBP,SLG,OPS,1B,2B,3B,RBI,XBH,TB,SB,CS,BB,K,HBP,ISO,BABIP,SH,SF,E,PB,PA/G,AB/HR,K%,BB%,XBH%,wRAA,wSB,Def,Pos,Corr,RAA,WAA,WAR
Shelly,Pugh,,36,C,1B,974,1317,2493,2808,279,553,80,.222,.299,.366,.665,357,112,4,289,196,913,6,9,254,840,28,.144,.297,13,20,2,19,2.1,31.2,.34,.09,.35,-67.4,-4.7,1.3,35.2,1.2,-34.5,-3.6,16.0
Garland,Painter,,26,LF,OF,515,560,1685,1852,250,492,52,.292,.351,.456,.807,322,115,3,192,170,769,18,14,137,181,19,.164,.302,4,7,9,0,3.3,32.4,.11,.07,.35,29.5,-4.5,1.3,5.2,1.0,32.5,3.3,17.3
Ghost,MacForsham,18,38,2B,,309,510,895,977,98,225,17,.251,.310,.361,.671,162,45,1,94,63,323,0,2,65,223,12,.109,.316,2,3,16,0,1.9,52.6,.25,.07,.28,-19.0,-1.5,1.3,1.2,0.4,-17.6,-1.8,4.9
Pumice,Acevedo,11,39,CF,OF,302,827,846,930,100,227,29,.268,.321,.430,.751,153,40,5,110,74,364,5,4,67,204,3,.162,.318,4,10,3,0,1.1,29.2,.24,.07,.33,-4.3,-1.0,1.3,-3.3,0.8,-6.6,-0.7,5.7
Zechariah,Cochran,4,40,SS,3B,141,297,357,400,33,103,6,.289,.354,.412,.765,72,24,1,48,31,147,1,0,34,49,3,.123,.319,4,2,8,0,1.3,59.5,.14,.09,.30,4.4,0.1,1.3,1.1,0.3,7.2,0.7,3.4
Tim,Steady,7,41,C,,171,560,465,511,59,133,9,.286,.342,.387,.729,104,20,0,60,29,180,0,0,37,74,4,.101,.322,2,3,0,2,0.9,51.7,.16,.07,.22,2.8,-0.2,1.2,3.3,0.4,7.6,0.8,4.2
Abraham,Friedman,12,39,CF,OF,311,930,733,829,95,177,27,.241,.323,.386,.709,125,25,0,101,52,283,8,8,80,205,10,.145,.298,3,3,2,2,0.9,27.1,.28,.10,.29,-2.4,-2.5,1.2,-3.4,0.5,-6.5,-0.7,5.0
Charlee,McKnight,,26,LF,OF,508,560,1500,1679,191,377,21,.251,.325,.338,.663,294,57,5,127,83,507,28,17,150,267,16,.087,.293,9,4,7,0,3.0,71.4,.18,.09,.22,-38.1,-2.9,1.2,5.2,1.0,-33.6,-3.3,9.6
Suna,Ehmani,,27,C,1B,286,561,574,653,56,135,7,.235,.314,.319,.632,103,23,2,58,32,183,15,5,60,150,7,.084,.305,9,3,0,5,1.2,82.0,.26,.09,.24,-24.5,0.7,1.2,12.1,0.5,-10.0,-1.0,4.5
Hiroyuki,Sakai,,27,CF,1B,50,50,159,180,26,48,4,.302,.374,.472,.846,31,11,2,20,17,75,4,1,16,23,3,.170,.331,1,1,0,0,3.6,39.8,.14,.09,.35,8.4,-0.3,1.2,-1.4,0.4,8.3,0.8,4.1
Uptown,Mendoza,,31,RF,OF,421,431,1341,1471,164,351,40,.262,.321,.418,.739,228,76,7,172,123,561,13,5,108,240,12,.157,.291,2,8,5,0,3.4,33.5,.18,.07,.35,-0.1,-0.6,1.2,-3.7,0.8,-2.4,-0.2,10.4
Prowlette,Johansen,,37,C,1B,768,1120,2247,2491,257,575,68,.256,.322,.399,.721,392,113,2,284,183,896,0,1,196,400,29,.143,.284,10,9,2,10,2.2,33.0,.18,.08,.32,-9.3,-2.0,1.2,28.0,1.0,18.9,1.9,19.5
Yim,Chiminey,,23,C,,242,321,676,754,77,174,15,.257,.323,.383,.706,119,40,0,71,55,259,1,0,62,143,7,.126,.303,2,7,1,1,2.3,45.1,.21,.08,.32,-3.8,-0.6,1.2,5.7,0.7,3.2,0.3,6.7
Emerson,Correa,10,38,C,1B,470,800,1410,1555,178,358,46,.254,.314,.407,.721,236,74,2,209,122,574,4,4,117,254,12,.153,.278,3,13,3,4,1.9,30.7,.18,.08,.34,-17.0,-1.7,1.2,16.5,0.8,-0.2,0.0,10.6
Buck,Dancer,,20,CF,1B,60,80,154,176,18,35,3,.227,.314,.318,.632,27,5,0,13,8,49,7,1,15,46,5,.091,.302,1,1,0,0,2.2,51.3,.30,.09,.23,-4.6,1.2,1.2,-1.4,0.3,-3.3,-0.3,2.3
Monty,Summit,,34,2B,3B,535,598,1628,1831,206,416,38,.256,.329,.391,.720,278,94,6,186,138,636,23,10,171,392,13,.135,.313,8,11,36,0,3.1,42.8,.24,.09,.33,-3.6,-0.7,1.2,5.3,1.0,3.1,0.3,14.4
Layton,Bonetti,13,40,2B,,922,1027,2854,3180,371,761,87,.267,.332,.408,.740,534,137,3,357,227,1165,9,8,261,384,29,.142,.280,10,26,51,0,3.1,32.8,.13,.08,.30,-0.6,-3.3,1.2,3.6,1.7,2.7,0.3,22.0
Daydream,Allison,2,40,LF,OF,81,160,238,266,31,71,7,.298,.357,.450,.807,50,13,1,31,21,107,2,0,20,37,3,.151,.327,3,2,0,0,1.7,34.0,.16,.08,.30,9.1,0.4,1.2,0.7,0.3,11.7,1.1,3.0
Dave,Barnett,,26,SS,2B,331,352,998,1094,116,269,38,.270,.319,.436,.755,184,42,5,167,85,435,6,6,64,232,14,.166,.312,6,12,18,0,3.1,26.3,.23,.06,.32,5.5,-1.9,1.2,-3.8,0.8,1.8,0.2,9.1
Womp,Barker,17,39,C,LF,365,765,958,1073,93,202,4,.211,.283,.270,.554,155,41,2,90,47,259,3,2,87,228,12,.059,.271,11,5,2,5,1.4,239.5,.24,.08,.23,-65.3,-0.9,1.2,14.0,0.3,-50.8,-5.2,2.1
Valentino,Costa,,34,SS,3B,338,547,865,973,88,204,9,.236,.309,.301,.610,167,27,1,72,37,260,5,1,87,232,7,.065,.310,9,5,22,0,1.8,96.1,.27,.09,.18,-36.8,-0.1,1.1,2.8,0.5,-32.5,-3.3,3.4
Lane,Pacheco,4,40,2B,IF,117,278,283,316,49,78,4,.276,.341,.367,.708,60,14,0,25,18,104,17,3,27,74,2,.092,.357,2,2,6,0,1.1,70.8,.26,.09,.23,-3.8,2.0,1.1,2.9,0.3,2.5,0.2,2.4
Bore,Kent,14,41,RF,1B,772,928,2399,2643,274,649,51,.271,.327,.392,.719,467,123,8,260,182,941,43,17,193,395,19,.122,.303,9,23,18,0,2.8,47.0,.16,.07,.28,-7.2,-0.4,1.1,-5.4,1.2,-10.6,-1.1,17.0
Hefty,Ali,,29,C,,372,801,913,1014,90,213,4,.233,.299,.284,.583,177,30,2,71,36,259,5,4,78,229,9,.050,.306,11,3,0,9,1.3,228.3,.25,.08,.17,-43.4,-1.3,1.1,7.9,0.5,-35.2,-3.5,4.1
Fleep,Spencer,16,40,3B,1B,54,973,91,96,45,18,2,.198,.240,.286,.525,14,2,0,12,4,26,10,2,5,21,0,.088,.235,0,0,1,1,0.1,45.5,.23,.05,.22,-6.9,1.1,1.1,-0.4,0.1,-5.0,-0.5,0.1
Barney,Blowers,,34,3B,,140,591,280,325,58,65,0,.232,.317,.254,.570,59,6,0,21,6,71,6,7,31,97,5,.021,.349,6,3,8,0,0.5,Infinity,.35,.10,.09,-16.2,-2.2,1.1,2.2,0.2,-14.9,-1.5,0.7
Barrel,Gill,18,40,LF,OF,407,701,1038,1151,98,249,23,.240,.305,.355,.659,178,46,2,130,71,368,5,2,93,251,7,.115,.293,6,7,5,2,1.6,45.1,.24,.08,.29,-26.1,-0.5,1.1,3.7,0.3,-21.6,-2.2,5.6
Bukkit,Navarro,,37,LF,RF,569,744,1675,1855,222,450,46,.269,.331,.411,.742,312,84,8,203,138,688,32,18,149,360,13,.142,.316,8,10,8,0,2.5,36.4,.21,.08,.31,-0.3,-2.6,1.1,6.1,0.7,5.1,0.6,14.5
Augustus,Overly,,37,LF,1B/OF,66,290,189,220,26,48,6,.254,.355,.397,.751,34,7,1,18,14,75,0,0,25,59,5,.143,.336,0,1,0,0,0.8,31.5,.31,.11,.29,1.4,-0.1,1.1,0.5,0.1,3.0,0.3,1.9
Felicity,Spencer,,36,1B,,144,342,406,453,43,86,14,.212,.273,.342,.615,61,11,0,58,25,139,1,1,33,143,3,.131,.283,6,5,0,0,1.3,29.0,.35,.07,.29,-23.6,-0.5,1.1,-4.4,0.3,-27.1,-2.8,0.4
Paloma,Montecarlo,,31,CF,OF,145,151,438,496,61,117,15,.267,.343,.443,.786,71,30,1,62,46,194,10,3,48,97,5,.176,.309,1,4,2,0,3.3,29.2,.22,.10,.39,13.8,-0.3,1.1,-2.4,0.4,12.6,1.2,6.3
Clint,Lyons,1,42,RF,OF,64,78,171,193,13,45,3,.263,.337,.368,.705,33,9,0,21,12,63,2,1,17,39,2,.105,.326,3,0,0,0,2.5,57.0,.23,.09,.27,-4.3,-0.1,1.1,-0.5,0.2,-3.6,-0.4,1.0
Linn,Cleverly,19,41,RF,,1098,1240,3394,3780,485,933,88,.275,.342,.415,.756,655,170,20,399,278,1407,135,46,317,645,37,.140,.315,13,19,29,0,3.0,38.6,.19,.08,.30,21.0,4.2,1.1,-39.6,1.8,-11.6,-1.2,24.6
Noap,Cano,10,40,C,,333,800,868,957,88,246,4,.283,.342,.346,.688,201,40,1,61,45,300,6,2,64,118,14,.062,.324,10,1,0,7,1.2,217.0,.14,.07,.18,-8.2,-0.1,1.0,6.3,0.7,-0.2,0.0,6.5
Griffin,Steelmeister,,30,CF,OF,339,355,1101,1207,153,291,33,.264,.323,.418,.740,192,62,4,132,99,460,34,14,88,209,8,.153,.299,7,3,4,0,3.4,33.4,.19,.07,.34,-1.3,0.3,1.0,-4.5,0.9,-3.6,-0.4,9.7
Junior,Sarsaparilla,,26,CF,1B/OF,53,81,148,161,24,33,2,.223,.281,.318,.599,24,6,1,12,9,47,12,1,10,44,2,.095,.304,1,0,0,0,2.0,74.0,.30,.06,.27,-12.4,1.5,1.0,-0.7,0.2,-10.3,-1.0,0.7
Gannon,Brickhouse,4,34,2B,SS,53,262,147,168,16,36,4,.245,.333,.381,.714,24,8,0,10,12,56,0,0,20,34,0,.136,.291,0,1,2,0,0.6,36.8,.23,.12,.33,-1.6,0.0,1.0,-0.1,0.1,-0.6,-0.1,1.1
Aromatisse,Norris,9,40,LF,OF,447,682,1280,1421,132,329,17,.257,.325,.353,.678,243,66,3,111,86,452,14,18,116,257,15,.096,.308,4,6,7,0,2.1,75.3,.20,.08,.26,-21.5,-5.7,1.0,4.1,1.2,-21.0,-2.1,7.6
Skylar,Frye,7,39,2B,3B,491,551,1507,1676,174,364,53,.242,.307,.391,.698,247,62,2,202,117,589,4,1,136,349,13,.149,.278,6,14,30,0,3.0,28.4,.23,.08,.32,-16.2,-0.1,1.0,4.3,1.4,-9.7,-1.0,10.4
Fizzy,Tallboy,,25,C,,58,81,167,195,21,52,6,.311,.394,.491,.885,34,12,0,28,18,82,0,0,22,30,2,.180,.346,2,2,0,1,2.4,27.8,.18,.11,.35,5.1,-0.2,1.0,2.2,0.3,8.3,0.8,3.5
Karter,Day Jr,,22,LF,,157,207,464,505,55,120,21,.259,.312,.440,.752,79,19,1,50,41,204,13,4,34,108,3,.181,.294,2,2,1,0,2.4,22.1,.23,.07,.34,-0.6,1.0,1.0,0.0,0.2,1.6,0.2,3.8
Jada,Beasley,,39,CF,OF,1332,1376,4166,4632,632,1094,191,.263,.325,.460,.786,670,216,17,651,424,1917,131,31,358,866,50,.198,.287,16,42,19,0,3.4,21.8,.21,.08,.39,63.7,9.7,1.0,-15.3,2.8,62.0,6.3,39.3
Vincent,Vallejo,,26,RF,LF,287,557,801,906,88,193,19,.241,.321,.358,.679,138,35,1,89,55,287,9,5,88,207,8,.117,.301,6,3,3,0,1.6,42.2,.26,.10,.28,-21.3,-0.9,1.0,-11.5,0.4,-32.4,-3.3,3.4
Eric,Parmigiano,,31,2B,SS,311,331,932,1053,134,229,33,.246,.324,.406,.729,147,48,1,110,82,378,19,8,101,220,9,.160,.287,6,5,19,0,3.2,28.2,.24,.10,.36,3.5,-0.5,1.0,-0.9,0.8,3.7,0.4,9.4
Play,Eel,1,36,3B,SS,79,80,222,247,25,61,4,.275,.348,.378,.727,46,11,0,18,15,84,0,0,23,37,2,.104,.315,0,0,4,0,3.1,55.5,.17,.09,.25,-1.4,-0.1,0.9,0.1,0.3,-0.1,0.0,1.7
Jason,Waterfalls,6,40,CF,1B,351,453,984,1089,115,237,22,.241,.300,.362,.662,165,47,3,124,72,356,23,5,79,240,8,.121,.294,9,9,3,0,2.4,44.7,.24,.07,.30,-27.7,2.0,0.9,-3.8,0.9,-27.7,-2.7,4.7
Devon,Bowls,4,38,CF,OF,207,277,565,629,57,136,11,.241,.314,.343,.657,100,25,0,64,36,194,6,11,56,135,5,.103,.297,1,2,2,0,2.3,51.4,.24,.09,.26,-17.6,-3.8,0.9,-2.3,0.6,-22.2,-2.2,2.1
Ri,Kyung-Jae,,34,3B,SS,195,320,519,590,70,119,24,.229,.298,.420,.718,69,25,1,91,50,218,8,2,51,142,4,.191,.262,7,9,11,0,1.8,21.6,.27,.09,.42,0.7,0.4,0.9,0.2,0.4,2.5,0.2,4.4
Britt,Fisher,12,41,1B,,231,817,672,737,76,187,23,.278,.330,.433,.763,131,31,2,108,56,291,3,4,46,167,9,.155,.335,3,7,1,0,0.9,29.2,.25,.06,.30,2.2,-1.5,0.9,-6.9,0.5,-4.9,-0.5,4.5
Slap,Dappy,,28,RF,LF,381,401,1165,1275,118,333,16,.286,.339,.394,.733,243,70,4,127,90,459,2,2,91,93,6,.108,.298,5,8,8,0,3.2,72.8,.08,.07,.27,4.2,-1.7,0.9,-16.5,0.9,-12.2,-1.2,9.1
Alena,Jaramillo,13,37,C,1B,512,955,1195,1350,109,279,7,.233,.313,.288,.601,228,44,0,99,51,344,2,2,133,350,9,.054,.322,5,8,0,11,1.4,170.7,.29,.10,.18,-47.4,-1.2,0.9,18.0,0.7,-29.1,-3.0,6.2
Clint,Drapes,8,40,1B,,336,471,1017,1140,137,254,39,.250,.322,.409,.732,170,45,0,141,84,416,1,0,102,206,11,.159,.276,2,8,2,0,2.4,26.1,.20,.09,.33,-2.3,0.0,0.9,-10.0,1.0,-10.4,-1.0,6.7
Makarov,Kamarov,,26,RF,OF,540,561,1611,1816,234,478,35,.297,.368,.436,.805,331,104,8,175,147,703,47,20,163,219,25,.140,.324,7,10,11,0,3.2,46.0,.14,.09,.31,38.0,-0.1,0.9,-5.0,1.1,34.8,3.5,17.6
Madalyn,Ingram,,33,2B,,147,240,394,429,47,96,5,.244,.296,.322,.618,77,12,2,29,19,127,7,7,27,94,2,.079,.308,6,0,7,0,1.8,78.8,.24,.06,.20,-16.6,-1.6,0.9,0.6,0.2,-16.5,-1.7,1.4
Julie,Hardin,4,38,SS,3B,31,209,53,60,4,12,3,.226,.276,.472,.748,5,4,0,15,7,25,0,0,4,22,0,.245,.310,2,1,1,0,0.3,17.7,.42,.07,.58,-0.4,0.0,0.9,0.3,0.1,0.8,0.1,0.5
Runtable,Mora,8,40,C,1B,313,591,856,936,105,205,39,.239,.298,.425,.723,124,42,0,110,81,364,0,0,66,202,7,.186,.268,2,5,0,6,1.6,21.9,.24,.07,.40,-9.0,-0.3,0.9,11.0,0.8,3.4,0.4,6.8
Bodhi,Butler,19,39,1B,C,1272,1504,3812,4241,574,1005,92,.264,.330,.401,.731,691,198,24,412,314,1527,366,40,345,660,44,.137,.296,18,22,10,1,2.8,41.4,.17,.08,.31,10.9,53.1,0.9,-7.4,2.3,59.8,6.1,35.0
Lennox,Blake,5,35,1B,3B,89,238,234,280,28,63,7,.269,.381,.415,.796,45,9,2,29,18,97,0,0,38,55,5,.145,.324,2,1,1,0,1.2,33.4,.24,.14,.29,3.1,-0.1,0.9,-1.5,0.3,2.7,0.3,2.2
Vale,Parmigiano,4,37,CF,OF,72,238,116,136,14,26,2,.224,.331,.302,.633,21,3,0,10,5,35,0,0,17,33,2,.078,.293,0,1,0,0,0.6,58.0,.28,.13,.19,-4.4,0.0,0.9,-0.8,0.1,-4.3,-0.4,0.5
Avery,Huang,8,43,LF,,161,472,431,462,36,99,4,.230,.269,.311,.579,72,23,0,45,27,134,1,0,23,85,1,.081,.275,4,3,1,0,1.0,107.8,.20,.05,.27,-24.7,0.0,0.9,0.0,0.2,-23.7,-2.4,0.8
Luanne,Tuscon,,31,C,,57,80,171,196,19,41,5,.240,.321,.380,.702,28,7,1,20,13,65,0,0,20,23,2,.140,.247,0,3,0,1,2.5,34.2,.13,.10,.32,-5.1,-0.2,0.9,2.0,0.3,-2.2,-0.2,2.3
Feech,La Manna,,26,C,RF,62,80,179,197,25,41,10,.229,.286,.436,.721,24,7,0,25,17,78,0,0,13,51,2,.207,.258,1,2,0,1,2.5,17.9,.28,.07,.41,-11.5,-0.2,0.8,2.0,0.3,-8.6,-0.9,1.8
Alaia,Novak,,29,1B,,682,706,2198,2434,333,583,98,.265,.330,.461,.791,356,122,7,256,227,1013,63,29,186,489,32,.196,.299,5,13,6,0,3.4,22.4,.22,.08,.39,64.1,-0.8,0.8,-22.5,1.1,42.7,4.3,22.8
Shining,Alexander,9,37,C,OF,474,707,1186,1337,150,314,35,.265,.337,.401,.739,222,57,0,143,92,476,1,0,123,266,11,.137,.312,9,8,4,4,1.9,33.9,.22,.09,.29,-3.1,-0.3,0.8,19.5,1.0,17.9,1.8,10.9
Desmond,Richard,,32,C,,163,224,472,518,65,126,23,.267,.326,.481,.807,72,30,1,77,54,227,0,0,41,73,2,.214,.272,0,3,1,3,2.3,20.5,.15,.08,.43,-0.9,-0.4,0.8,4.4,0.4,4.4,0.5,5.5
Chris,Christmas,,20,3B,SS,76,80,246,267,36,66,7,.268,.326,.398,.724,49,9,1,24,17,98,3,3,17,38,4,.130,.294,0,0,3,0,3.3,35.1,.15,.06,.26,4.1,-1.9,0.8,0.1,0.4,3.5,0.4,4.0
Turf,Mower,19,38,2B,,484,708,1373,1514,167,346,55,.252,.312,.430,.742,214,75,2,202,132,590,7,3,107,353,16,.178,.299,10,8,26,1,2.1,25.0,.26,.07,.38,-0.2,-0.7,0.8,1.9,0.5,2.2,0.2,10.6
Churro,Bugsby,,30,RF,OF,285,321,817,911,92,212,15,.259,.332,.376,.708,148,48,1,77,64,307,1,0,84,133,6,.116,.293,1,3,6,0,2.8,54.5,.16,.09,.30,-11.8,-0.5,0.8,-2.9,0.8,-13.6,-1.4,6.4
Cyrus,Skinner,13,40,C,1B,480,1040,1212,1362,132,304,29,.251,.325,.365,.690,227,45,3,134,77,442,8,8,127,328,9,.114,.319,8,6,2,7,1.3,41.8,.27,.09,.25,-16.7,-2.5,0.7,16.9,0.8,-0.8,-0.1,9.2
Vito,Wolfe,4,38,CF,OF,128,202,340,364,28,91,5,.268,.311,.379,.691,63,23,0,30,28,129,0,1,19,67,3,.112,.320,1,1,1,0,1.8,68.0,.20,.05,.31,-6.6,-0.5,0.7,-1.4,0.3,-7.5,-0.8,1.7
Holt,Leverage,14,43,LF,OF,51,841,123,135,10,23,3,.187,.252,.276,.528,18,2,0,11,5,34,0,0,10,37,1,.089,.238,0,1,0,0,0.2,41.0,.30,.07,.22,-9.1,-0.1,0.7,0.5,0.0,-7.9,-0.8,0.1
Spooky,Faust,,33,LF,OF,373,705,1038,1151,119,270,19,.260,.322,.372,.694,195,53,3,97,75,386,24,6,90,251,8,.112,.323,7,8,6,0,1.6,54.6,.24,.08,.28,-12.9,1.4,0.7,3.4,0.4,-7.0,-0.7,7.1
Milk,Schroeder,13,41,LF,1B/OF,947,1017,2822,3140,373,716,98,.254,.321,.414,.735,469,140,9,369,247,1168,26,11,266,636,23,.160,.294,13,16,18,0,3.1,28.8,.23,.08,.34,-9.5,-1.0,0.7,7.4,1.8,-0.6,-0.1,21.4
Pork,Martinelli,,33,C,1B,437,862,1163,1301,138,287,24,.247,.310,.361,.671,205,55,3,121,82,420,7,6,97,302,15,.114,.309,13,13,2,7,1.5,48.5,.26,.07,.29,-5.3,-2.9,0.7,16.7,0.6,9.9,1.0,10.7
Giovanni,Castro,1,37,2B,OF,33,80,75,85,10,12,2,.160,.229,.267,.496,9,0,1,11,3,20,2,1,4,28,3,.107,.217,2,1,1,0,1.1,37.5,.37,.05,.25,-8.2,-0.1,0.7,0.5,0.1,-7.0,-0.7,-0.1
Monica,Mueller,,34,CF,,198,355,574,644,69,157,17,.274,.338,.427,.765,106,31,3,69,51,245,7,6,54,109,5,.153,.308,5,6,1,2,1.8,33.8,.19,.08,.32,-5.2,-1.6,0.7,0.3,0.5,-5.3,-0.5,5.3
Mitchell,Morgan,17,33,C,,295,480,803,869,79,191,14,.238,.284,.337,.622,141,34,2,84,50,271,1,0,50,156,5,.100,.277,4,7,1,5,1.8,57.4,.19,.06,.26,-41.3,-0.2,0.7,5.6,0.3,-35.0,-3.5,2.4
Averi,Missu,,24,2B,SS,23,241,40,46,4,10,2,.250,.348,.425,.773,7,1,0,4,3,17,0,0,5,17,1,.175,.381,0,0,0,0,0.2,20.0,.43,.11,.30,-2.5,-0.1,0.7,-0.1,0.1,-2.0,-0.2,0.5
Zavia,Walter,7,37,CF,1B/OF,119,451,235,258,39,63,6,.268,.328,.391,.720,47,9,1,39,16,92,23,9,17,57,4,.123,.331,2,0,1,0,0.6,39.2,.24,.07,.25,-3.6,0.5,0.7,-1.0,0.2,-3.2,-0.3,1.4
Johan,Pirelli,,30,CF,OF,672,732,1928,2176,249,516,36,.268,.339,.390,.729,371,90,19,211,145,752,108,32,186,389,29,.122,.316,19,14,10,0,3.0,53.6,.20,.09,.28,3.7,7.2,0.7,-7.8,0.9,4.7,0.4,16.2
Happy,Finley,6,37,CF,OF,384,434,1193,1321,152,299,50,.251,.309,.431,.740,191,51,7,186,108,514,20,5,98,268,9,.180,.280,7,14,5,0,3.0,23.9,.22,.07,.36,3.1,1.4,0.7,-4.2,1.1,2.1,0.2,9.2
Aurora,Barton,14,42,SS,2B,914,1096,2592,2858,261,675,48,.260,.319,.376,.695,479,140,8,267,196,975,26,13,196,502,34,.116,.304,17,19,58,0,2.6,54.0,.19,.07,.29,-37.8,-1.9,0.7,-8.8,1.5,-46.3,-4.7,14.8
Walter,Rodriguez,,30,C,,451,640,1194,1332,127,251,38,.210,.278,.351,.629,161,50,2,155,90,419,2,2,102,420,15,.141,.285,9,12,1,10,2.1,31.4,.35,.08,.36,-48.4,-1.2,0.6,9.0,0.6,-39.4,-4.0,5.5
Brock,Beefton,,28,1B,,660,718,2065,2284,269,523,80,.253,.319,.429,.748,323,117,3,271,200,886,9,3,179,435,24,.176,.284,8,8,5,0,3.2,25.8,.21,.08,.38,2.6,-0.6,0.6,-21.8,1.2,-17.9,-1.9,15.6
Gregory,Gordon,,30,RF,OF,75,378,78,92,36,18,2,.231,.341,.333,.674,14,2,0,10,4,26,6,9,11,25,2,.103,.314,1,0,1,0,0.2,39.0,.32,.12,.22,-3.5,-2.5,0.6,-0.7,0.1,-6.0,-0.6,0.1
Adriana,Bungalow,12,38,C,LF,778,960,2347,2610,299,556,104,.237,.304,.419,.723,336,116,0,364,220,984,0,3,218,570,16,.182,.267,8,21,3,17,2.7,22.6,.24,.08,.40,3.2,-2.3,0.6,29.7,1.4,32.7,3.4,21.2
Yoba,Polomito,,21,2B,SS,159,160,495,553,82,147,27,.297,.359,.539,.898,86,29,5,69,61,267,9,3,43,63,8,.242,.292,1,6,7,0,3.5,18.3,.13,.08,.41,40.5,0.3,0.6,-0.6,0.5,41.4,4.2,9.9
Dumbbell,Thatcher,,27,C,1B,227,560,633,712,67,170,18,.269,.336,.400,.735,123,29,0,78,47,253,0,0,62,156,5,.131,.327,6,6,0,3,1.3,35.2,.25,.09,.28,2.0,-0.5,0.6,8.9,0.3,11.2,1.1,6.5
Patsy,Traveller,,22,SS,3B,70,80,199,219,24,47,7,.236,.294,.382,.675,33,6,1,26,14,76,1,0,17,44,0,.146,.267,1,2,3,0,2.7,28.4,.22,.08,.30,-6.0,0.6,0.6,1.2,0.4,-3.3,-0.3,2.8
Johnie,Martinez,15,42,RF,LF,826,1062,2532,2802,325,722,83,.285,.345,.449,.793,483,147,9,332,239,1136,33,24,210,506,28,.164,.326,16,16,16,0,2.6,30.5,.20,.07,.33,44.3,-5.4,0.6,-30.3,1.7,10.9,1.1,20.3
Alfredo,Reid,16,43,3B,SS,580,1183,1398,1548,158,335,26,.240,.301,.344,.645,245,60,4,148,90,481,20,14,111,407,16,.104,.316,11,12,36,2,1.3,53.8,.29,.07,.27,-47.5,-2.8,0.6,0.5,1.1,-48.1,-4.9,5.7
Cassius,Ortega,8,35,CF,OF,446,638,1326,1459,138,317,28,.239,.300,.341,.641,239,49,1,139,78,452,24,16,104,255,16,.102,.275,4,9,6,0,2.3,47.4,.19,.07,.25,-43.8,-2.8,0.6,-4.9,1.2,-49.6,-5.0,5.0
Dunk,Nguyen,12,36,C,1B,349,640,822,933,83,214,11,.260,.335,.345,.681,167,35,1,85,47,284,1,2,85,182,11,.085,.319,8,7,2,4,1.5,74.7,.22,.09,.22,-12.4,-1.3,0.6,12.3,0.5,-0.2,0.0,6.3
Pat,Pitts,7,39,RF,LF,529,546,1635,1851,228,438,55,.268,.339,.432,.770,287,89,7,224,151,706,13,7,172,257,13,.164,.285,11,20,10,0,3.4,29.7,.16,.09,.34,24.5,-1.1,0.6,-19.4,1.6,6.2,0.6,13.3
Josue,Croquette,18,35,3B,SS,1036,1243,3028,3379,397,781,67,.258,.325,.383,.708,551,148,15,322,230,1160,80,32,274,601,35,.125,.300,24,18,67,0,2.7,45.2,.20,.08,.29,-36.3,-0.4,0.6,0.8,1.5,-33.8,-3.5,19.6
Wilder,Splits,6,42,C,OF,215,439,540,603,65,147,5,.272,.333,.367,.700,108,32,2,50,39,198,11,5,42,86,9,.094,.314,9,3,2,1,1.4,108.0,.16,.07,.27,-5.5,-0.2,0.6,8.8,0.6,4.2,0.4,4.5
Marlee,Plunder,1,39,CF,,63,80,180,206,32,53,5,.294,.374,.422,.796,41,6,1,21,12,76,3,1,22,37,2,.128,.343,0,2,0,0,2.6,36.0,.21,.11,.23,4.4,0.1,0.6,0.1,0.2,5.4,0.5,1.9
Mike,Quackenbush,,25,1B,3B,80,81,263,286,48,73,11,.278,.326,.456,.783,49,12,1,38,24,120,10,2,18,52,2,.179,.307,1,2,0,0,3.5,23.9,.20,.06,.33,4.9,1.5,0.6,-2.7,0.4,4.7,0.5,4.3
Angelo,Dewpole,10,38,3B,1B,736,788,2193,2450,260,556,89,.254,.322,.422,.745,366,99,2,316,190,926,7,4,212,486,19,.169,.285,8,18,40,0,3.1,24.6,.22,.09,.34,-0.1,-1.3,0.6,-4.9,1.5,-4.3,-0.4,16.3
Carson,Runnette,,36,LF,OF,38,270,67,79,7,17,0,.254,.367,.328,.695,13,3,1,6,4,22,1,0,10,13,2,.075,.315,0,0,0,0,0.3,Infinity,.19,.13,.24,-0.5,0.1,0.6,0.3,0.1,0.6,0.1,0.6
Dariel,Lawson,15,42,CF,1B,901,940,2785,3096,367,748,89,.269,.337,.415,.752,526,126,7,299,222,1155,70,28,266,501,27,.146,.299,8,10,10,0,3.3,31.3,.18,.09,.30,30.7,-0.3,0.5,-9.8,1.3,22.5,2.3,23.4
Mina,Vasquez,,43,1B,LF,70,900,163,178,16,34,6,.209,.270,.356,.625,22,6,0,20,12,58,0,0,13,41,1,.147,.239,0,1,0,0,0.2,27.2,.25,.07,.35,-6.5,-0.1,0.5,-1.1,0.1,-7.0,-0.7,0.6
Kalani,Lagrange,3,38,LF,RF,42,135,131,142,11,33,1,.252,.293,.290,.583,30,2,0,9,3,38,3,1,7,24,1,.038,.299,2,1,0,0,1.1,131.0,.18,.05,.09,-8.7,0.1,0.5,0.4,0.2,-7.5,-0.7,0.2
