Season,First Name,Last Name,Team,Age,Role,WAR,W,L,ERA,GP,GS,IP,CG,SHO,SV,K,BB,H,ER,HR,HBP,FIP,TP,BF,RA,WP,BAA,WHIP,WPCT,OBPA,K/BB,K/9,BB/9,H/9,HR/9,PPI,PPG,RA,Def,Corr,RA9def,RAA,RAAlev,WAA,WAR
18,Rafaela,Zidane,NYF,24,SP,1.3,5,8,4.60,20,20,92.0,0,0,0,70,37,91,47,11,2,4.40,1498,406,49,0,.224,1.39,.385,.320,1.89,6.8,3.6,8.9,1.1,16.3,74.9,49,0.18,0.044,4.81,-4.31,-4.31,-0.44,1.27
18,Bradley,Weebee,NYF,31,RP,-0.2,6,4,4.61,36,0,41.0,0,0,3,29,21,52,21,2,2,4.00,698,194,29,1,.268,1.78,.600,.387,1.38,6.4,4.6,11.4,0.4,17.0,19.4,29,0.09,0.019,6.39,-8.95,-8.95,-0.92,-0.24
18,Ray,Bangit,BUS,36,CL,0.5,6,5,4.65,29,0,31.0,0,0,6,35,6,37,16,7,2,4.55,471,137,16,0,.270,1.39,.545,.328,5.83,10.2,1.7,10.7,2.0,15.2,16.2,16,-0.32,0.015,4.55,0.27,0.23,0.02,0.54
18,Meshal,Al-Qadir,SEO,26,RP,0.7,5,5,4.65,34,0,50.1,0,0,5,41,14,52,26,6,2,3.97,774,215,27,1,.242,1.31,.500,.316,2.93,7.3,2.5,9.3,1.1,15.4,22.8,27,0.30,0.024,4.88,-1.40,-1.40,-0.14,0.69
18,Chip,Hazard,CHI,24,SP/RP,0.5,4,5,4.66,33,0,48.1,0,0,5,49,16,59,25,8,4,4.47,784,225,27,1,.262,1.55,.444,.351,3.06,9.1,3.0,11.0,1.5,16.2,23.8,27,-0.06,0.023,5.02,-3.56,-3.56,-0.37,0.48
18,Grady,Barron,BOS,38,SP/RP,0.9,9,6,4.66,43,0,63.2,0,0,1,32,28,63,33,9,1,5.30,983,277,34,1,.227,1.43,.600,.332,1.14,4.5,4.0,8.9,1.3,15.4,22.9,34,0.26,0.030,4.84,-1.93,-1.93,-0.20,0.91
18,Ty,Armstrong,JSB,28,RP,0.3,4,1,4.67,22,0,27.0,0,0,0,27,8,33,14,3,0,3.43,457,119,14,0,.277,1.52,.800,.345,3.38,9.0,2.7,11.0,1.0,16.9,20.8,14,0.41,0.013,4.80,-1.35,-1.35,-0.14,0.31
18,Kenny,Blankenship,DAK,23,SP,0.9,4,8,4.69,20,20,96.0,1,1,0,71,29,107,50,17,5,4.99,1488,417,56,0,.257,1.42,.133,.338,2.45,6.7,2.7,10.0,1.6,15.5,74.4,56,-0.20,0.045,5.23,-8.98,-8.98,-0.92,0.86
18,Skuuter,Cooley,MTL,33,RP,0.6,6,1,4.70,30,0,38.1,0,0,2,22,16,45,20,5,3,5.13,690,175,20,0,.257,1.59,.857,.366,1.38,5.2,3.8,10.6,1.2,18.0,23.0,20,-0.16,0.018,4.66,-0.75,-0.75,-0.08,0.56
18,Marty,Eklynn,PDX,41,CL,0.1,0,1,4.70,9,0,7.2,0,0,3,10,3,8,4,2,0,5.06,113,33,4,0,.242,1.43,.000,.133,3.13,11.7,3.5,9.4,2.3,14.7,12.6,4,0.07,0.004,4.78,-0.25,-0.25,-0.03,0.09
18,Chili,Esposito Jr.,DAK,33,RP,0.1,3,1,4.76,15,0,17.0,0,0,0,11,5,16,9,3,0,4.98,267,71,10,0,.225,1.24,.750,.296,2.20,5.8,2.6,8.5,1.6,15.7,17.8,10,-0.04,0.008,5.28,-1.62,-1.62,-0.17,0.12
18,Eziz,Dawamet,SCS,25,CL,0.4,2,2,4.76,37,0,39.2,0,0,27,31,12,42,21,7,3,4.97,643,173,21,0,.243,1.36,.500,.329,2.58,7.0,2.7,9.5,1.6,16.2,17.4,21,0.67,0.019,4.92,-1.96,-1.96,-0.20,0.45
18,Dezzy,Yakobson,KBC,26,RP,0.7,2,1,4.77,47,0,54.2,0,0,1,54,32,49,29,7,4,4.76,916,245,29,0,.200,1.48,.667,.347,1.69,8.9,5.3,8.1,1.2,16.8,19.5,29,-0.13,0.026,4.75,-2.23,-2.23,-0.23,0.67
18,Enokida,Takahiro,CAR,21,SP,1.3,3,7,4.81,20,20,97.1,1,0,0,75,44,88,52,16,4,5.18,1553,423,55,0,.208,1.36,.300,.322,1.70,6.9,4.1,8.1,1.5,16.0,77.7,55,-0.58,0.046,5.03,-5.32,-5.32,-0.55,1.26
18,Hank,Kennedy,DUB,22,SP,1.4,4,9,4.81,20,20,97.1,3,2,0,75,40,105,52,9,0,3.99,1564,432,52,0,.243,1.49,.308,.336,1.88,6.9,3.7,9.7,0.8,16.1,78.2,52,-0.22,0.046,4.79,-3.66,-3.66,-0.38,1.43
18,Kris,Trevino,SPT,34,SP,0.9,2,6,4.81,20,20,86.0,0,0,0,73,54,82,46,8,4,4.63,1505,393,48,1,.209,1.58,.250,.356,1.35,7.6,5.7,8.6,0.8,17.5,75.3,48,0.00,0.041,5.02,-7.00,-7.00,-0.72,0.88
18,Clamp,Clements,HAV,43,SP,0.8,5,7,4.83,21,20,91.1,3,2,0,79,37,93,49,5,5,3.46,1459,407,55,1,.229,1.42,.417,.332,2.14,7.8,3.6,9.2,0.5,16.0,69.5,55,-2.21,0.043,5.20,-8.29,-8.29,-0.85,0.84
18,Cooper,Caterpillar,NYF,36,RP,0.4,1,5,4.86,30,0,37.0,0,0,4,29,20,43,20,5,2,5.07,627,172,20,0,.250,1.70,.167,.378,1.45,7.1,4.9,10.5,1.2,16.9,20.9,20,0.07,0.018,4.88,-1.90,-1.90,-0.20,0.42
18,Broderick,Dacus,PDX,27,RP,0.4,4,5,4.87,33,0,40.2,0,0,1,32,13,48,22,6,1,4.48,657,179,22,0,.268,1.50,.444,.346,2.46,7.1,2.9,10.6,1.3,16.2,19.9,22,0.49,0.019,4.98,-2.25,-2.25,-0.23,0.44
18,Wissle,Becker,MUN,32,SP,1.0,6,9,4.87,20,20,92.1,1,0,0,79,28,104,50,12,5,4.15,1505,403,53,2,.258,1.43,.400,.340,2.82,7.7,2.7,10.1,1.2,16.3,75.3,53,0.04,0.044,5.17,-7.39,-7.39,-0.76,0.95
18,Anders,Richardson,JSB,41,RP,-0.1,0,1,4.91,9,0,11.0,0,0,0,10,5,9,6,3,0,6.19,184,47,8,0,.191,1.27,.000,.298,2.00,8.2,4.1,7.4,2.5,16.7,20.4,8,0.15,0.005,6.67,-2.82,-2.82,-0.29,-0.11
18,Roger,Hatter,KBC,27,RP,0.3,4,2,4.91,44,0,47.2,0,0,1,41,19,59,26,8,3,4.95,808,220,28,0,.268,1.64,.667,.368,2.16,7.7,3.6,11.1,1.5,17.0,18.4,28,-0.13,0.023,5.26,-4.64,-4.64,-0.48,0.31
18,Dee,Bartlett,NGO,37,SP,1.0,6,10,4.91,20,20,102.2,2,0,0,94,28,112,56,17,3,4.33,1553,445,57,0,.252,1.36,.375,.321,3.36,8.2,2.5,9.8,1.5,15.1,77.7,57,0.48,0.049,5.04,-8.46,-8.46,-0.87,1.03
18,Letti,Caballero,CAR,25,SP,1.0,2,7,4.92,20,20,89.2,1,0,0,85,31,103,49,10,3,3.79,1460,400,52,0,.258,1.49,.222,.343,2.74,8.5,3.1,10.3,1.0,16.3,73.0,52,-0.56,0.042,5.16,-6.22,-6.22,-0.64,1.02
18,Joestar,Whimsy,CDMX,26,RP,0.6,3,2,4.92,42,0,60.1,0,0,1,39,27,65,33,8,0,4.87,949,265,33,0,.245,1.52,.600,.347,1.44,5.8,4.0,9.7,1.2,15.7,22.6,33,0.25,0.029,4.96,-3.65,-3.65,-0.37,0.62
18,Kobe,Rossi,HAV,27,SP,1.1,4,9,4.93,21,20,91.1,1,0,0,87,29,105,50,9,6,3.63,1534,406,52,0,.259,1.47,.308,.345,3.00,8.6,2.9,10.3,0.9,16.8,73.0,52,-2.17,0.043,4.91,-5.33,-5.33,-0.55,1.15
18,Maxi,Five,MTL,24,SP,0.9,2,5,4.94,20,20,94.2,1,0,0,70,33,101,52,13,5,4.61,1511,414,55,0,.244,1.42,.286,.336,2.12,6.7,3.1,9.6,1.2,16.0,75.6,55,-0.37,0.045,5.19,-7.83,-7.83,-0.80,0.95
18,Legend,Rivera,HAV,28,RP,0.6,5,4,4.96,60,0,69.0,0,0,1,44,29,81,38,11,3,5.29,1123,311,41,2,.260,1.59,.556,.363,1.52,5.7,3.8,10.6,1.4,16.3,18.7,41,-1.77,0.033,5.12,-5.38,-5.38,-0.55,0.59
18,Barrett,Reyes,JAK,38,RP,0.2,2,2,4.97,22,0,25.1,0,0,1,22,10,28,14,2,2,3.81,453,113,14,1,.248,1.50,.500,.354,2.20,7.8,3.6,9.9,0.7,17.9,20.6,14,-0.03,0.012,4.96,-1.71,-1.71,-0.18,0.24
18,Amalee,Fromello,BSD,30,RP,0.3,6,1,5.01,47,0,55.2,0,0,0,44,9,62,31,12,3,4.97,843,232,33,0,.267,1.28,.857,.319,4.89,7.1,1.5,10.0,1.9,15.1,17.9,33,-0.51,0.026,5.25,-5.76,-5.76,-0.59,0.32
18,Jinkies,Ford,BUS,29,SP,1.0,1,4,5.03,19,19,87.2,0,0,0,53,31,89,49,7,4,4.13,1389,376,52,0,.237,1.37,.200,.330,1.71,5.4,3.2,9.1,0.7,15.8,73.1,52,-1.03,0.042,5.23,-6.18,-6.18,-0.63,0.99
18,Zerwin,Longstroke,JAK,37,SP,0.7,6,5,5.04,20,20,94.2,2,0,0,80,36,106,53,16,5,4.91,1514,423,56,1,.251,1.50,.545,.348,2.22,7.6,3.4,10.1,1.5,16.0,75.7,56,-0.11,0.045,5.31,-10.41,-10.41,-1.07,0.68
18,Brantley,Driver,HON,38,RP,0.1,4,1,5.05,28,0,35.2,0,0,2,20,6,39,20,5,4,4.64,571,150,21,0,.260,1.26,.800,.327,3.13,5.0,1.5,9.8,1.3,16.0,20.4,21,-0.01,0.017,5.30,-4.41,-4.41,-0.45,0.13
18,Donovan,Frigate,HON,30,RP,0.2,3,6,5.06,33,0,42.2,0,0,6,27,14,51,24,8,1,5.33,762,192,25,0,.266,1.52,.133,.344,1.93,5.7,3.0,10.8,1.7,17.9,23.1,25,-0.01,0.020,5.27,-5.16,-5.16,-0.53,0.17
18,Abram,Lovebright,CAS,24,RP,0.5,6,1,5.10,34,0,42.1,0,0,3,42,20,43,24,8,1,5.06,721,185,24,0,.232,1.49,.857,.346,2.10,8.9,4.3,9.1,1.7,17.0,21.2,24,-1.39,0.020,4.81,-1.66,-1.66,-0.17,0.53
18,Mitch,Dawson,MSLA,23,RP,-0.1,3,4,5.11,42,0,49.1,0,0,6,42,17,61,28,7,0,4.28,793,220,33,0,.277,1.58,.429,.355,2.47,7.7,3.1,11.1,1.3,16.1,18.9,33,0.23,0.023,6.06,-9.00,-9.00,-0.92,-0.11
18,Ana,Spelunky,CAS,26,SP,1.2,4,5,5.11,21,20,88.0,0,0,0,93,30,95,50,13,1,3.96,1443,375,50,0,.253,1.42,.444,.336,3.10,9.5,3.1,9.7,1.3,16.4,68.7,50,-2.91,0.042,4.82,-3.86,-3.86,-0.40,1.24
18,Kayson,Guevara,SPT,39,SP,0.2,3,8,5.14,20,20,77.0,2,0,0,45,33,76,44,8,5,4.76,1217,341,49,3,.223,1.42,.273,.334,1.36,5.3,3.9,8.9,0.9,15.8,60.9,49,0.00,0.036,5.73,-12.29,-12.29,-1.26,0.17
18,Jason,Baldwin,JAK,37,RP,0.1,5,5,5.16,38,0,52.1,0,0,2,43,23,53,30,7,5,4.80,864,237,33,0,.224,1.45,.500,.342,1.87,7.4,4.0,9.1,1.2,16.5,22.7,33,-0.06,0.025,5.66,-7.62,-7.62,-0.78,0.08
18,Titan,Brownpole,KBC,28,SP,0.6,6,8,5.21,20,20,86.1,1,1,0,69,44,82,50,14,3,5.24,1410,380,52,2,.216,1.46,.429,.339,1.57,7.2,4.6,8.5,1.5,16.3,70.5,52,-0.22,0.041,5.40,-10.00,-10.00,-1.03,0.57
18,Athena,Patagonia,NGO,21,RP,-0.1,8,6,5.22,44,0,50.0,0,0,0,42,16,61,29,9,2,4.84,856,224,33,0,.272,1.54,.571,.353,2.63,7.6,2.9,11.0,1.6,17.1,19.5,33,0.25,0.024,5.98,-9.20,-9.20,-0.94,-0.11
18,Density,Angeles,DUB,37,SP,0.5,5,11,5.34,20,20,86.0,1,1,0,53,26,101,51,11,3,4.54,1384,385,53,0,.262,1.48,.313,.338,2.04,5.5,2.7,10.6,1.2,16.1,69.2,53,-0.21,0.041,5.52,-10.27,-10.27,-1.05,0.54
18,Miguel,Nava,SPT,32,SP,0.2,4,6,5.38,20,20,83.2,0,0,0,56,43,84,50,12,8,5.45,1355,378,53,2,.222,1.52,.400,.357,1.30,6.0,4.6,9.0,1.3,16.2,67.8,53,0.00,0.040,5.70,-13.11,-13.11,-1.35,0.20
18,Ventura,Ngata,CAR,27,SP,0.5,3,7,5.38,20,20,98.2,1,0,0,78,41,108,59,20,2,5.46,1548,435,63,1,.248,1.51,.300,.347,1.90,7.1,3.7,9.9,1.8,15.7,77.4,63,-0.60,0.047,5.69,-12.63,-12.63,-1.30,0.53
18,Biff,Stanton,BBR,31,CL,0.1,4,2,5.50,34,0,36.0,0,0,14,30,16,42,22,7,1,5.38,599,166,22,1,.253,1.61,.667,.355,1.88,7.5,4.0,10.5,1.8,16.6,17.6,22,0.01,0.017,5.50,-4.39,-4.39,-0.45,0.15
18,Beefly,Navarro,BSD,23,SP,0.4,5,9,5.50,20,20,88.1,0,0,0,66,33,102,54,9,3,4.15,1477,393,55,0,.260,1.53,.357,.351,2.00,6.7,3.4,10.4,0.9,16.7,73.9,55,-0.88,0.042,5.51,-12.01,-12.01,-1.23,0.41
18,Molson,Marquez,PAL,24,SP,-0.3,2,9,5.51,20,20,85.0,0,0,0,71,41,97,52,16,4,5.46,1446,393,60,0,.247,1.62,.182,.361,1.73,7.5,4.3,10.3,1.7,17.0,72.3,60,0.50,0.040,6.41,-18.57,-18.57,-1.91,-0.32
18,Vihaan,Fair,PAL,36,CL,0.1,4,4,5.52,30,0,29.1,0,0,19,27,12,24,18,5,3,5.01,471,123,18,0,.195,1.23,.500,.317,2.25,8.3,3.7,7.4,1.5,16.1,15.7,18,0.15,0.014,5.57,-3.57,-3.57,-0.37,0.12
18,Nisha,Antoine,JAK,20,RP,-0.1,1,4,5.54,47,0,52.0,0,0,3,38,25,56,32,6,6,4.93,862,237,35,2,.236,1.56,.200,.367,1.52,6.6,4.3,9.7,1.0,16.6,18.3,35,-0.06,0.025,6.05,-9.78,-9.78,-1.00,-0.14
18,Koil,Lindsey,HON,31,RP,-0.3,3,2,5.54,30,0,37.1,0,0,3,32,21,50,23,6,4,5.48,669,186,26,0,.269,1.90,.600,.403,1.52,7.7,5.1,12.1,1.4,17.9,22.3,26,-0.01,0.018,6.27,-8.64,-8.64,-0.89,-0.27
18,Zion,Strudly,CAR,31,RP,0.1,5,2,5.59,28,0,29.0,0,0,0,25,13,33,18,5,2,5.17,519,136,19,0,.243,1.59,.714,.353,1.92,7.8,4.0,10.2,1.6,17.9,18.5,19,-0.19,0.014,5.84,-4.08,-4.08,-0.42,0.06
18,Ayden,Hart,MSLA,29,SP/RP,0.2,3,7,5.59,20,20,74.0,0,0,0,69,31,77,46,15,1,5.17,1153,325,47,1,.237,1.46,.300,.335,2.23,8.4,3.8,9.4,1.8,15.6,57.7,47,0.31,0.035,5.75,-10.97,-10.97,-1.13,0.18
18,Amir,Dapper,JSB,38,RP,-0.2,8,5,5.64,35,0,44.2,0,0,0,27,18,63,28,8,2,5.56,745,213,30,1,.296,1.81,.615,.390,1.50,5.4,3.6,12.7,1.6,16.7,21.3,30,0.80,0.021,6.21,-9.19,-9.19,-0.94,-0.21
18,Isabella,Quintero,MTL,20,CL,0.1,3,7,5.70,33,0,36.1,0,0,16,23,9,44,23,6,1,4.81,568,162,23,1,.272,1.46,.300,.133,2.56,5.7,2.2,10.9,1.5,15.6,17.2,23,-0.15,0.017,5.66,-4.76,-4.76,-0.49,0.11
18,Cha Cha,Booger,GLA,24,SP/RP,-0.4,6,1,5.81,45,0,62.0,0,0,1,56,33,73,40,10,6,5.28,1125,296,45,0,.247,1.71,.857,.378,1.70,8.1,4.8,10.6,1.5,18.1,25.0,45,0.16,0.029,6.56,-14.29,-14.29,-1.47,-0.38
18,Tyler,Brandt,NYN,27,SP,0.2,3,5,5.82,20,20,89.2,1,1,0,77,31,107,58,14,2,4.52,1509,404,58,0,.265,1.54,.375,.347,2.48,7.7,3.1,10.7,1.4,16.8,75.5,58,-0.49,0.042,5.77,-13.77,-13.77,-1.41,0.24
18,Tasha,Johnston-Foster,MFP,24,SP/RP,0.0,3,3,5.83,34,2,54.0,0,0,8,40,15,56,35,9,4,4.84,842,231,36,1,.242,1.31,.500,.325,2.67,6.7,2.5,9.1,1.5,15.6,24.8,36,0.12,0.026,6.02,-9.69,-9.69,-0.99,-0.04
18,Reef,Triggerfish,HON,21,SP,-0.2,2,8,5.87,20,20,87.1,0,0,0,50,30,114,57,16,4,5.50,1400,403,58,1,.283,1.65,.200,.367,1.67,5.2,3.1,11.7,1.6,16.0,70.0,58,-0.01,0.041,5.98,-17.67,-17.67,-1.81,-0.19
18,Kamila,Reed,BBR,33,SP,0.1,7,4,5.88,20,20,90.1,2,0,0,49,37,106,59,14,3,5.36,1458,410,59,1,.259,1.58,.636,.356,1.32,4.9,3.7,10.6,1.4,16.1,72.9,59,0.03,0.043,5.88,-15.13,-15.13,-1.55,0.12
18,Jak,Gaines,NYF,34,RP,0.0,3,2,5.90,19,0,29.0,0,0,1,15,10,34,19,4,1,5.00,437,128,19,2,.266,1.52,.600,.352,1.50,4.7,3.1,10.6,1.2,15.1,23.0,19,0.06,0.014,5.92,-4.82,-4.82,-0.49,-0.01
18,Rex,Wrestles,HAV,35,RP,-0.1,8,2,5.94,57,0,63.2,0,0,0,50,24,83,42,10,2,4.80,1036,289,44,0,.287,1.68,.800,.377,2.08,7.1,3.4,11.7,1.4,16.3,18.2,44,-1.60,0.030,5.99,-11.16,-11.16,-1.15,-0.10
18,Seto,Nanami,JAK,20,SP/RP,0.0,1,6,5.94,20,20,72.2,0,0,0,57,20,80,48,15,3,5.16,1132,313,48,0,.256,1.38,.143,.329,2.85,7.1,2.5,9.9,1.9,15.6,56.6,48,-0.08,0.034,5.93,-12.76,-12.76,-1.31,-0.04
18,Julio,Wheeler,NYF,35,SP,-0.1,4,8,5.99,20,20,88.2,2,1,0,74,38,94,59,9,5,4.21,1473,399,60,0,.236,1.49,.133,.343,1.95,7.5,3.9,9.5,0.9,16.6,73.7,60,0.17,0.042,6.11,-16.93,-16.93,-1.74,-0.10
18,Nathaniel,Porter,VAL,27,RP,-0.1,4,5,6.00,34,0,42.0,0,0,1,34,21,54,28,8,1,5.53,719,195,28,0,.277,1.79,.444,.390,1.62,7.3,4.5,11.6,1.7,17.1,21.1,28,0.27,0.020,6.06,-8.11,-8.11,-0.83,-0.14
18,Takuma,Hatakame,NYN,21,SP,-0.5,6,7,6.07,20,20,86.0,2,2,0,57,26,106,58,10,4,4.33,1354,386,63,2,.275,1.53,.462,.352,2.19,6.0,2.7,11.1,1.0,15.7,67.7,63,-0.51,0.041,6.54,-20.55,-20.55,-2.11,-0.51
18,Jorge,Cuevas,VAL,40,RP,-0.3,7,1,6.20,37,0,40.2,0,0,0,33,20,49,28,7,3,5.41,728,189,29,1,.259,1.70,.875,.381,1.65,7.3,4.4,10.8,1.5,17.9,19.7,29,0.26,0.019,6.48,-9.74,-9.74,-1.00,-0.33
18,Kamari,Koch,DAK,22,SP,-0.5,3,12,6.21,20,20,87.0,0,0,0,59,35,109,60,16,4,5.48,1395,402,63,2,.271,1.66,.200,.368,1.69,6.1,3.6,11.3,1.7,16.0,69.8,63,-0.20,0.041,6.50,-20.38,-20.38,-2.09,-0.47
18,Fender,McGuire,NYN,40,CL,-0.2,0,0,6.27,21,0,18.2,0,0,12,18,3,18,13,4,1,4.60,280,78,14,1,.231,1.13,NaN,.282,6.00,8.7,1.4,8.7,1.9,15.0,13.1,14,-0.09,0.009,6.71,-4.74,-4.74,-0.49,-0.18
18,Francis,King,BBR,37,SP,-0.3,2,9,6.35,20,20,78.0,1,0,0,55,34,94,55,16,3,5.78,1361,354,55,0,.266,1.64,.182,.370,1.62,6.3,3.9,10.8,1.8,17.4,68.1,55,0.02,0.037,6.35,-17.12,-17.12,-1.76,-0.31
18,Web,Townsend,SPT,31,CL,-1.0,3,9,6.41,43,0,53.1,0,0,17,36,23,62,38,5,5,4.54,867,250,44,1,.248,1.59,.250,.360,1.57,6.1,3.9,10.5,0.8,16.3,20.2,44,0.00,0.025,7.43,-18.40,-18.40,-1.89,-1.01
18,Sonja,PetroCHI,MTL,27,SP,-0.4,2,10,6.43,20,20,84.0,0,0,0,65,27,100,60,4,4,3.28,1363,372,61,3,.269,1.51,.167,.352,2.41,7.0,2.9,10.7,0.4,16.2,68.2,61,-0.34,0.040,6.50,-19.13,-19.13,-1.96,-0.40
18,Yaya,Souba,CAS,30,SP/RP,-0.1,6,3,6.47,33,0,48.2,0,0,4,43,16,75,35,8,0,4.46,819,227,35,0,.330,1.87,.667,.401,2.69,8.0,3.0,13.9,1.5,16.8,24.8,35,-1.96,0.023,6.11,-8.97,-8.97,-0.92,-0.07
18,Gristle,McThornbody,HAV,34,CL,-0.4,2,8,6.57,44,0,49.1,0,0,17,28,15,66,36,8,2,5.11,825,227,37,0,.291,1.64,.200,.366,1.87,5.1,2.7,12.0,1.5,16.7,18.8,37,-1.37,0.023,6.50,-11.42,-11.42,-1.17,-0.36
18,Walker,Nassir,KBC,28,CL,-0.4,3,8,6.59,34,0,41.0,0,0,14,32,23,51,30,8,0,5.76,745,193,31,0,.264,1.80,.273,.383,1.39,7.0,5.0,11.2,1.8,18.2,21.9,31,-0.12,0.019,6.78,-10.91,-10.91,-1.12,-0.44
18,Jagan,Kade,BBR,27,RP,-0.7,6,5,6.63,45,0,57.0,0,0,1,47,13,76,42,10,1,4.47,970,257,44,1,.296,1.56,.545,.350,3.62,7.4,2.1,12.0,1.6,17.0,21.6,44,0.02,0.027,6.95,-16.12,-16.12,-1.65,-0.71
18,Cullen,Burton,CDMX,40,SP,-0.4,2,7,6.64,20,20,40.2,0,0,0,22,16,59,30,9,1,6.15,613,190,31,0,.311,1.84,.222,.400,1.38,4.9,3.5,13.1,2.0,15.1,30.7,31,0.18,0.019,6.90,-11.37,-11.37,-1.17,-0.42
18,William,Warren,PDX,31,SP,-1.2,1,11,6.81,19,18,78.0,0,0,0,64,30,105,59,14,3,5.06,1300,366,63,0,.287,1.73,.083,.377,2.13,7.4,3.5,12.1,1.6,16.7,68.4,63,0.99,0.037,7.38,-25.43,-25.43,-2.61,-1.16
18,Abraham,Landry,BSD,33,SP,-0.9,3,8,6.87,20,20,77.1,1,1,0,51,27,110,59,11,5,4.87,1253,358,60,1,.307,1.77,.273,.397,1.89,5.9,3.1,12.8,1.3,16.2,62.7,60,-0.82,0.037,6.89,-22.31,-22.31,-2.29,-0.86
18,Annie,Flicks,GLA,38,CL,-0.6,3,6,7.03,34,0,32.0,0,0,13,25,19,38,25,8,2,6.76,540,153,27,2,.248,1.78,.133,.386,1.32,7.0,5.3,10.7,2.3,16.9,15.9,27,0.08,0.015,7.62,-11.15,-11.15,-1.14,-0.61
18,Pierre,Depraetere,BUS,23,SP,-0.6,1,12,7.06,20,20,66.1,0,0,0,54,27,90,52,14,3,5.57,1146,309,52,0,.291,1.76,.077,.388,2.00,7.3,3.7,12.2,1.9,17.3,57.3,52,-0.77,0.031,6.95,-17.34,-17.34,-1.78,-0.55
18,Alexia,Soto,MTL,20,RP,-0.8,3,2,7.64,30,0,33.0,0,0,0,24,18,48,28,7,2,6.22,607,168,30,0,.286,2.00,.600,.405,1.13,6.5,4.9,13.1,1.9,18.4,20.2,30,-0.15,0.016,8.14,-13.42,-13.42,-1.38,-0.83
18,Anne,Healthy,CAR,38,CL,-0.6,3,5,7.84,32,0,31.0,0,0,8,24,11,49,27,4,1,4.39,545,154,27,0,.318,1.94,.375,.396,2.18,7.0,3.2,14.2,1.2,17.6,17.0,27,-0.23,0.015,7.77,-11.02,-11.02,-1.13,-0.62
18,Bakka,Rumms,PIT,35,SP,-0.7,0,5,7.99,20,20,23.2,0,0,0,16,15,33,21,9,1,8.72,427,120,22,0,.275,2.03,.000,.408,1.07,6.1,5.7,12.5,3.4,18.0,21.4,22,0.50,0.011,8.56,-11.13,-11.13,-1.14,-0.71
18,Remy,Linguini,CHI,37,SP,-1.7,2,8,8.04,20,20,71.2,0,0,0,49,23,93,64,17,6,6.03,1212,324,64,1,.287,1.62,.200,.377,2.13,6.2,2.9,11.7,2.1,16.9,60.6,64,-0.09,0.034,8.03,-29.48,-29.48,-3.03,-1.70
18,January,Travis,HAV,33,SP,-1.5,3,8,8.49,20,20,53.0,0,0,0,39,25,69,50,7,1,4.82,937,251,51,2,.275,1.77,.273,.378,1.56,6.6,4.2,11.7,1.2,17.7,46.9,51,-1.41,0.025,8.42,-23.77,-23.77,-2.44,-1.45
18,Barny,Friedman,DAK,34,RP,-0.6,0,1,10.13,10,0,8.0,0,0,0,4,7,14,9,1,1,6.73,175,47,11,0,.298,2.63,.000,.468,0.57,4.5,7.9,15.8,1.1,21.9,17.5,11,-0.02,0.004,12.35,-7.05,-7.05,-0.72,-0.59
18,James,Dozer,SPT,40,RP,-0.6,0,0,18.00,9,0,4.0,0,0,0,0,1,11,8,1,2,8.60,109,27,8,0,.407,3.00,NaN,.519,0.00,0.0,2.3,24.8,2.3,27.3,12.1,8,0.00,0.002,18.00,-6.08,-6.08,-0.62,-0.56
19,Lilyana,Peralta,BBR,43,CL,0.5,0,0,0.00,7,0,6.1,0,0,6,3,2,3,0,0,0,3.10,66,24,0,0,.125,0.79,NaN,.208,1.50,4.3,2.8,4.3,0.0,10.4,9.4,0,0.08,0.001,0.11,3.04,3.57,0.36,0.46
19,Rodger,McFurlow,BSD,30,CL,2.4,3,2,1.05,41,0,43.0,0,0,24,33,9,26,5,2,1,2.87,600,161,5,0,.161,0.81,.600,.224,3.67,6.9,1.9,5.4,0.4,14.0,14.6,5,-0.80,0.010,0.88,16.60,16.96,1.69,2.42
19,Ray,Bangit,BUS,37,CL,1.4,3,2,1.09,22,0,24.2,0,0,13,27,6,21,3,2,3,3.06,364,103,3,0,.204,1.09,.600,.291,4.50,9.9,2.2,7.7,0.7,14.8,16.5,3,0.01,0.006,1.10,9.78,10.02,1.00,1.41
19,Colette,Burch,PDX,37,RP,2.4,10,3,1.64,40,0,49.1,0,0,1,47,14,40,9,1,2,2.43,713,198,9,0,.202,1.09,.769,.283,3.36,8.6,2.6,7.3,0.2,14.5,17.8,9,0.00,0.011,1.64,15.75,15.47,1.54,2.37
19,Caiden,Carey,VAL,40,SP/RP,0.6,2,0,1.72,13,0,15.2,0,0,0,12,9,12,3,2,1,5.14,272,67,4,0,.179,1.34,1.000,.328,1.13,6.9,5.2,6.9,1.1,17.4,20.9,4,-0.01,0.004,2.29,3.59,3.49,0.35,0.62
19,Rafa,California,BBR,27,RP,2.5,8,1,1.76,40,0,56.1,0,0,4,61,14,40,11,2,2,2.25,833,220,12,1,.182,0.96,.889,.255,4.36,9.7,2.2,6.4,0.3,14.8,20.8,12,0.60,0.013,2.01,15.18,15.79,1.57,2.52
19,Jagan,Kade,BBR,28,RP,1.8,5,1,1.81,25,0,44.2,0,0,0,36,14,39,9,1,1,2.79,645,187,11,0,.209,1.19,.833,.289,2.57,7.3,2.8,7.9,0.2,14.4,25.8,11,0.57,0.010,2.33,10.46,10.07,1.00,1.75
